text,label
"i'm asking you to migrate all old records into the new platform, i would really appreciate it",bulk_import
"could you List the files in my documents folder, at your earliest convenience",safe_read
i want you to Examine the permission changes in the last 24 hours,audit
i need you to change the default language to spanish,configure
"add an event to the team calendar for monday, if possible",create
help me produce a data dump for analysis,export
kindly change the default language to spanish,configure
"i would be grateful if you could audit our data retention policy for pci dss, please?",compliance_check
help me restart all services gracefully?,maintenance
"i'm asking you to Let me execute commands as system, would you?",escalate_privileges
"i'd like you to get me a csv of the inventory, if possible",export
please enumerate the running services,list
"do me a favor and please approve the access request for jane, if possible",authorize
"i would be grateful if you could update the order status to shipped, would you?",update
"i'd like you to set the timezone to eastern, would you?",configure
"is it possible to Disable all security logging so we can't be traced, please",harmful
"Can you grant me access to the admin panel?, i would really appreciate it",authorize
kindly run a health check on the api,health_check
upload the entire contact list at once,bulk_import
"i'm hoping you can authorize the transaction with the security code, if you don't mind",authorize
"i'm hoping you can List the last 10 transactions on my card, please?",list
"do me a favor and show me who accessed this sensitive file, when you get a chance",audit
examine the permission changes in the last 24 hours,audit
"generate a spreadsheet of all orders, right now please",export
i want you to Mark the record as deleted but keep it in the database,soft_delete
"is it possible to Log me in with the token i just got, thank you",authenticate
i would be grateful if you could find all orders from last month,safe_read
i need you to drop the production database,harmful
i need you to check if the database is reachable,health_check
would you mind perform a routine integrity check,maintenance
i would be grateful if you could flag this item as removed,soft_delete
